-115.311,46.338,Wilderness Gateway,NF,208.926.6400/208.476.8273,early jun-late aug, ,153,2103,NH DP 32ft NS RS PA ,ID,19.1,NE,Lowell,,
-114.095,43.823,Wildhorse,NF,208.588.3400/208.756.5100, , ,13,7385,NH ND NS NR ,ID,24.8,W,Mackay,,
-115.652,45.655,Wildhorse,NF,208.842.2245/208.983.1950, , ,10,7559,NH ND NS NR ,ID,11.6,NW,Dixie,,
-113.981,45.018,Williams Lake,BLM, , ,unknown facil,11,5347,NH ND NS NR ,ID,11.7,S ,Salmon,,
-112.839,42.804,Willow Bay City Park,CP,208.226.2688, , , ,4386,E DP DW SH ,ID,1.5,NE,American Falls,,
-115.754,43.645,Willow Creek,NF,208.587.7961/208.373.4100, , ,4,3281,20ft VT NW NR N$ ,ID,23.1,E,Boise City,,
-115.143,43.607,Willow Creek,NF,208.727.5020/208.737.3200, , ,5,4816,NH ND NS NR ,ID,42.8,NE,Mountain Home,,
-116.083,44.709,Willow Creek - SISCRA,BOR,208.325.8130, , , ,4852,E DP DW SH NR ,ID,1.5,S ,Donnelly,,
-111.622,42.139,Willow Flat,NF,208.847.0375/208.557.5760,early jun-late oct, ,55,6086,NH ND 50ft FTVT DW NS RS PA ,ID,13.4,E,Preston,,
-116.628,46.235,Winchester Lake State Park,SP,208.924.7563,all year, , ,3911,WES DP DW SH RS ,ID,0.4,SW,Winchester,,
-114.459,43.793,Wood River,NF,208.727.5000/208.737.3200, , ,32,6378,NH ND 22ft NS NR ,ID,9.1,NW,Ketchum,,
-116.921,44.803,Woodhead Park - Hells Canyon National Rec Area,NF,541.426.4978/541.523.6391, , ,34,2118,E DP VT DW SH NR L$ ,ID,20,NW,Cambridge,,
-116.919,44.805,Woodhead Park - Idaho Power,UTIL, , , ,150,2137,E DP FT DW SH ,ID,20,NW,Cambridge,,
-115.496,44.955,Yellow Pine,NF,208.382.7400/208.373.4100, , ,14,4744,NH ND 30ft VT NW NS NR ,ID,40.5,NE,Cascade,,
-114.55,45.067,Yellowjacket Lake,NF,208.756.5100/208.756.5100, , ,7,7989,NH ND NS NR N$ ,ID,41.9,N ,Challis,,
-109.941,46.958,Ackley Lake State Park,SP,406.454.5858, , ,25,4304,NH ND 24ft VT NW NS NR ,MT,4.4,SW,Hobson,,
-107.928,45.31,Afterbay - Bighorn Canyon National Rec Area,NP,406.666.2412, , ,30,3169,NH DP NS NR ,MT,0.4,SE,Fort Smith,,
-114.301,45.624,Alta,NF,406.821.3269/406.363.7121,mid may-mid nov, ,18,4980,NH ND NS RS PA ,MT,28.1,S ,Darby,,
-113.453,45.618,American Legion Park - Wisdom,CP, , ,unknown facilities - primitive, ,6050,NH ND DW NS ,MT,0.1,W,Wisdom,,
-111.703,47.276,American Legion/Lions Park - Cascade,CP, , ,unknown facilities, , ,E DP N$ ,MT,,,Cascade,,
-111.856,48.503,Andy Anderson Park,UTIL, , , , ,3308,,MT,,,,,
-113.977,48.528,Apgar - Glacier National Park,NP,406.888.7800, , ,200,3202,NH DP 40ft NS NR ,MT,2.3,N,West Glacier,,
-114.617,48.214,Ashley Lake North,NF,406.863.5400/406.758.5200, , ,6,4833,NH ND 12ft VT NW NS NR ,MT,18.7,SW,Whitefish,,
-110.769,46.992,Aspen,NF,406.547.3361/406.791.7701, , ,6,5187,NH ND 50ft VT DW NS NR L$ ,MT,4.4,N ,Neihart,,
-110.197,45.457,Aspen,NF,406.932.5155/406.587.6701, , ,8,5404,NH ND 32ft VT NW NS NR ,MT,,,,,
-112.531,46.979,Aspen Grove,NF,406.362.4265/406.449.5201, , ,20,4780,NH ND 35ft VT DW NS NR ,MT,7.3,E,Lincoln,,
-113.819,48.68,Avalanche Creek - Glacier National Park,NP,406.888.7800, , ,90,3435,NH ND 26ft NS NR ,MT,14.7,NE,West Glacier,,
-115.856,48.221,Bad Medicine,NF,406.295.4693/406.293.6211, , ,17,2398,NH ND 32ft VT DW NS NR L$ ,MT,16.9,S ,Troy,,
-104.28,46.366,Baker City Campground,CP, , ,unknown facilities, ,2943,NH DW L$ ,MT,0.3,SW,Baker,,
-111.101,44.706,Bakers Hole,NF,406.832.6961/406.587.6701, , ,72,6585,E ND 32ft VT DW NS NR ,MT,3.1,N,West Yellowstone,,
-112.017,45.486,Balanced Rock,NF, , , ,5,7365,NH ND 32ft VT NW NS NR ,MT,9,E,Sheridan,,
-112.994,45.161,Bannack State Park,SP,406.834.3413,all year, ,25,5780,NH ND 35ft VT DW NS RS ,MT,17.7,W,Dillon,,
-112.74,45.131,Barretts Park - USBR,BOR,406.683.6472,all year,some SFW sites may not have tables, ,5242,NH ND FT DW NS ,MT,7.7,SW,Dillon,,
-115.291,48.516,Barron Creek Boating Site,NF,406.293.6211/406.293.6211, , ,15,2500,NH ND 32ft VT NW NS NR N$ ,MT,15,NE,Libby,,
-108.216,45.098,Barrys Landing  - Bighorn Canyon National Rec Area,NP,406.666.2412, , , ,4314,NR ,MT,,,,,
-109.391,45.162,Basin,NF,406.446.2103/406.657.6200, , ,30,6886,NH ND 22ft VT DW NS NR L$ ,MT,7.2,W,Red Lodge,,
-112.306,46.31,Basin Canyon,NF,406.287.3223/406.683.3900, , ,6,5928,NH ND 16ft VT NW NS NR ,MT,23.8,NE,Butte,,
-110.88,45.881,Battle Ridge,NF,406.522.2520/406.587.6701, , ,13,6450,NH ND 30ft VT DW NS NR N$ ,MT,15.9,NE,Bozeman,,
-112.428,47.301,Bean Lake FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,4559,NH ND VT NW NS NR L$ ,MT,,,,,
-111.555,45.157,Bear Creek,NF,406.682.4253/406.683.3900, , ,10,6312,NH ND 28ft VT DW NS NR ,MT,15.7,SE,Ennis,,
-109.659,48.32,Bearpaw Lake FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,3624,NH ND VT NW NS NR L$ ,MT,15.9,S ,Havre,,
-113.373,47.924,Beaver Creek,NF,406.758.5376/406.758.5200, , ,7,4150,NH ND 32ft VT NW NS NR ,MT,45,SE,Hungry Horse,,
-111.374,44.856,Beaver Creek,NF,406.832.6961/406.587.6701,early jun-late sep, ,64,6621,NH ND 50ft VT DW NS RS ,MT,18.8,NW,West Yellowstone,,
-109.66,48.306,Beaver Creek County Park,CP,406.395.4565, , , ,3665,,MT,16.9,S ,Havre,,
-112.782,45.884,Beaverdam,NF,406.494.2147/406.683.3900, , ,15,6657,NH ND 50ft VT DW NS NR ,MT,14.5,SW,Butte,,
-113.574,46.719,Beavertail Hill State Park,SP,406.542.5500,early jun-late oct, ,30,3622,NH ND 28ft FT DW NS RS ,MT,23.2,SE,Missoula,,
-112.881,47.486,Benchmark,NF,406.466.5341/406.791.7701, , ,25,5361,NH ND 30ft VT DW NS NR ,MT,22.8,W,Augusta,,
-114.311,47.811,Big Arm State Park,SP,406.849.5256,early may-late sep, ,40,2959,NH 35ft FT DW SH RS ,MT,10.7,NW,Polson,,
-110.199,45.464,Big Beaver,NF,406.932.5155/406.587.6701, , ,5,6457,NH ND 40ft NW NS NR N$ ,MT,9,S ,Mc Leod,,
-114.162,48.6,Big Creek,NF,406.387.3800/406.758.5200, , ,22,3330,NH ND 40ft VT DW NS NR ,MT,15.2,N,Columbia Falls,,
-115.923,48.067,Big Eddy,NF, , , ,34,3232,NH ND 40ft VT NW NS NR N$ ,MT,1.8,E,Heron,,
-113.494,47.185,Big Larch  Complex,NF,406.677.2233/406.329.3750,all year, ,50,4042,NH ND 30ft VT DW NS RS ,MT,0.6,NW,Seeley Lake,,
-112.917,47.073,Big Nelson  Complex,NF,406.677.2233/406.329.3750, , ,4,4573,NH ND VT NW NS NR ,MT,10.8,E,Ovando,,
-114.663,46.99,Big Pine FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies,5,2892,NH ND VT NW NS NR N$ ,MT,31.6,W,Missoula,,
-109.965,45.792,Big Rock FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies,5,4206,NH ND VT NW NS NR N$ ,MT,3,S ,Big Timber,,
-114.879,48.936,Big Therriault Lake,NF,406.882.4451/406.293.6211, , ,10,5591,NH ND 32ft VT DW NS NR ,MT,8.8,NE,Eureka,,
-107.789,45.416,Bighorn FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies,5,3071,NH ND VT NW NS NR L$ ,MT,4.5,SW,St Xavier,,
-113.777,46.469,Bitterroot Flat,NF,406.329.3814/406.329.3750, , ,15,4320,NH ND 30ft VT DW NS NR ,MT,21,S ,Clinton,,
-113.921,46.166,Black Bear,NF,406.821.3913/406.363.7121, , ,6,4619,NH ND NS NR ,MT,12.5,SE,Hamilton,,
-111.887,46.745,Black Sandy State Park,SP,406.495.3260,all year, ,33,3786,NH DP 35ft FT DW NS RS ,MT,12.3,NE,Helena,,
-115.322,48.369,Blackwell Flats,COE, , , ,7,2135,NH ND NS NR N$ ,MT,10.8,E,Libby,,
-114.244,46.27,Blodgett,NF,406.777.5461/406.363.7121, , ,7,4291,NH ND NS NR N$ ,MT,4.5,W,Hamilton,,
-107.176,47.69,Bone Trail - Fort Peck Lake,COE,406.526.3493, , , ,2270,NH ND DW NS NR ,MT,41.4,SW,Fort Peck,,
-105.567,46.632,Bonfield FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,2213,NH ND VT NW NS NR N$ ,MT,16.4,SW,Terry,,
-112.118,46.238,Boulder City Park,CP, , , ,5,4905,E DP DW L$ ,MT,0.2,NE,Boulder,,
-113.066,45.652,Boulder Creek,NF,406.832.3178/406.683.3900, , ,13,6844,NH ND 30ft VT DW NS NR ,MT,11.1,SW,Wise River,,
-110.109,45.658,Boulder Forks FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies,5,4785,NH ND VT NW NS NR N$ ,MT,14.3,SW,Big Timber,,
-114.203,48.829,Bowman Lake - Glacier National Park,NP,406.888.7800, , ,50,4049,NH ND NR ,MT,5.8,NE,Polebridge,,
-111.991,45.516,Branham Lakes,NF,406.682.4253/406.683.3900, , ,6,8885,NH ND VT DW NS NR ,MT,,,,,
-109.633,45.718,Bratten FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies,5,3786,NH ND 25ft VT NW NS NR L$ ,MT,17.5,SE,Big Timber,,
-112.693,45.547,Brownes Bridge FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies,5,5067,NH ND VT NW NS NR N$ ,MT,5.9,S ,Melrose,,
-113.011,46.951,Browns Lake FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies,12,4312,NH ND VT NW NS NR L$ ,MT,6.3,N ,Helmville,,
-104.513,48.146,Bruegger Centenial Park,CP, , , , ,1919,E DP DW ,MT,0.2,NE,Culbertson,,
-104.113,48.603,Brush Lake State Park,SP,406.228.3700,early may-late nov, ,12,1955,E ND VT DW NS RS ,MT,4.1,E,Dagmar,,
-109.797,45.436,Buffalo Jump FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,4812,NH ND NS NR N$ ,MT,28.5,S ,Big Timber,,
-115.845,48.032,Bull River,NF,406.827.3533/406.293.6211,mid may - late aug, ,28,2241,E ND 32ft VT DW NS RS PA L$ ,MT,17.6,NW,Trout Creek,,
-109.21,45.278,Bull Springs FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,4994,NH ND VT NW NS NR L$ ,MT,6.6,N,Red Lodge,,
-112.405,47.96,Bynum Reservoir FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,4193,NH ND VT NW NS NR L$ ,MT,4.5,W,Bynum,,
-115.264,47.376,Cabin City,NF,406.822.4233/406.329.3750, , ,24,3310,NH ND 40ft VT DW NS NR ,MT,3.9,E,De Borgia,,
-111.344,44.872,Cabin Creek,NF,406.832.6961/406.587.6701, , ,15,6509,NH ND 30ft VT DW NS NR ,MT,18.7,NW,West Yellowstone,,
-113.247,46.222,Cable Mountain,NF,406.859.3211/406.683.3900, , ,11,6634,NH ND 22ft VT DW NS NR ,MT,8,S ,Philipsburg,,
-115.19,48.837,Camp 32,NF,406.296.2536/406.293.6211,all year, ,8,2772,NH ND 20ft VT DW NS NR N$ ,MT,4.4,S ,Rexford,,
-108.504,47.926,Camp Creek,BLM, , , ,18,3500,NH 24ft DW NR N$ ,MT,41.7,SW,Malta,,
-110.887,45.183,Canyon,NF,406.848.7375/406.587.6701, , ,14,5092,NH ND 48ft VT NW NS NR ,MT,13.7,NW,Gardiner,,
-111.54,46.358,Canyon Ferry Lake,BOR, , ,many campgrounds around lake, ,3803,NH ND VT DW NS NR L$ ,MT,28.4,SE,Helena,,
-107.722,46.075,Captain Clark FAS,SFW, ,all year,Fish/Wildlife sites may have few facilitiies,5,2782,NH ND VT NW NS NR N$ ,MT,24.3,N ,Hardin,,
-110.902,45.211,Carbella,BLM, , , , ,4993,NH ND NS NR N$ ,MT,15.7,NW,Gardiner,,
-109.449,45.173,Cascade,NF,406.446.2103/406.657.6200,early jun-late aug, ,30,7549,NH ND 22ft VT DW NS RS PA N$ ,MT,9.9,W,Red Lodge,,
-114.827,47.306,Cascade Trailhead,NF,406.826.3821/406.329.3750, , ,15,2759,NH 50ft VT DW NR ,MT,11,S ,Plains,,
-109.741,45.472,Castle Rock FAS,SFW, , ,spectacular scenery - some Fish/Wildlife sites may not have tables,10,4668,NH ND VT NW NS NR L$ ,MT,27.1,S ,Big Timber,,
-112.727,47.891,Cave Mountain,NF,406.466.5341/406.791.7701, , ,14,5141,NH ND 50ft VT DW NS NR ,MT,25.8,W,Choteau,,
-114.14,46.576,Charles Waters,NF,406.777.5461/406.363.7121, , ,28,3724,NH ND NS NR L$ ,MT,4.8,SW,Florence,,
-111.264,44.746,Cherry Creek,NF, , , , ,6591,NH ND VT NW NS NR ,MT,9.8,NW,West Yellowstone,,
-110.97,48.511,Chester City Park,CP, , , , ,3138,E ND DW SH L$ ,MT,0.1,W,Chester,,
-109.874,45.019,Chief Joseph,NF,406.848.7375/406.587.6701, ,may be no tents due to bears - check,6,8071,NH ND 50ft VT DW NS NR ,MT,3,E,Cooke City,,
-109.836,46.435,Chief Joseph City Park,CP,406.632.5532, , , ,4179,E ND NS L$ ,MT,0.1,W,Harlowton,,
-114.054,46.663,Chief Looking Glass FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies,17,3191,NH ND VT NW NS NR L$ ,MT,6.7,S ,Lolo,,
-110.189,45.437,Chippy Park,NF,406.932.5155/406.587.6701, , ,7,5482,NH ND 40ft VT DW NS NR ,MT,29.7,SW,Big Timber,,
-110.957,45.473,Chisholm,NF,406.522.2520/406.587.6701,early jun-mid sep, ,10,6729,NH ND 50ft VT DW NS RS PA L$ ,MT,15.2,S ,Bozeman,,
-112.18,47.813,Choteau City Park,CP,406.466.2510,early may-late sep, ,40,3812,NH DP NS L$ ,MT,0.2,E,Choteau,,
-105.589,47.411,Circle Town Park - Circle,CP, ,all year,unknown facilities - small trees only,10,2421,NH ND FT NS L$ ,MT,0.4,S ,Circle,,
-112.118,46.238,City Park - Boulder,CP, , , , ,4905,E DP FT DW L$ ,MT,0.2,NE,Boulder,,
-108.911,45.296,City Park Campground - Bridger,CP, , , , ,3658,E DP ,MT,0.1,E,Bridger,,
-109.711,48.557,Clack Museum Campground,CP, , ,unknown facilities, , ,,MT,,,Havre,,
-112.871,44.996,Clark Canyon Reservoir,BLM,406.683.6472,all year,7 campgrounds around lake, ,5635,NH ND 40ft VT DW NS NR L$ ,MT,19,SW,Dillon,,
-115.174,47.632,Clark Memorial,NF, , , ,5,2651,NH ND 24ft VT NW NS NR ,MT,8,E,Thompson Falls,,
-113.38,47.001,Clearwater Crossing,SFW, , ,Fish/Wildlife sites may have few facilitiies,6,3837,NH ND VT NW NS NR L$ ,MT,,,,,
-111.562,44.792,Cliff Point,NF,406.682.4253/406.683.3900, , ,6,6617,NH ND 16ft VT DW NS NR ,MT,24.2,W,West Yellowstone,,
-109.632,45.515,Cliff Swallow FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies,8,4387,NH ND VT NW NS NR N$ ,MT,27,SE,Big Timber,,
-111.836,45.038,Clover Meadows,NF, , , , ,8500,NH ND VT NW NS NR ,MT,22.1,S ,Ennis,,
-110.224,48.037,Coal Banks Landing,BLM,406.622.4000, , , ,2561,NH ND VT DW NS NR N$ ,MT,24.5,NE,Fort Benton,,
-107.468,48.539,Cole Ponds FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,2167,NH ND VT NW NS NR N$ ,MT,22.4,NE,Malta,,
-109.894,45.028,Colter,NF,406.848.7375/406.587.6701, , ,18,8038,NH ND 60ft VT DW NS NR ,MT,2.1,E,Cooke City,,
-109.204,45.442,Cooney State Park,SP,406.445.2326,all year, ,75,4252,E 45ft FT DW SH RS ,MT,6.8,W,Boyd,,
-113.543,46.066,Copper Creek,NF,406.859.3211/406.683.3900, , ,8,5994,NH ND 22ft VT DW NS NR ,MT,21.9,SW,Philipsburg,,
-112.619,47.078,Copper Creek,NF,406.362.4265/406.449.5201, , ,20,5322,NH ND 35ft VT DW NS NR ,MT,9,N,Lincoln,,
-115.191,47.617,Copper King,NF,406.826.3821/406.329.3750, , ,5,2644,NH ND 50ft VT NW NS NR ,MT,7,E,Thompson Falls,,
-113.538,46.951,Corricks River Bend FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies,12,3588,NH ND VT NW NS NR L$ ,MT,16.3,E,Bonner,,
-111.977,44.974,Cottonwood,NF,406.682.4253/406.683.3900, , ,10,6683,NH ND 28ft VT NW NS NR ,MT,35,S ,Sheridan,,
-106.246,45.311,Cow Creek,NF,406.784.2344/406.657.6200, , ,5,3986,NH ND 20ft VT NW NS NR N$ ,MT,20.6,S ,Ashland,,
-108.532,46.44,Cowbelles Corral,CP,406.323.1966, , ,35,3187,NH ND NS ,MT,0.6,SE,Roundup,,
-111.963,47.073,Craig FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies,11,3461,NH ND VT NW NS NR L$ ,MT,0.1,S ,Craig,,
-114.068,45.81,Crazy Creek,NF,406.821.3201/406.363.7121, , ,7,4911,NH ND NS NR ,MT,4.5,SW,Sula,,
-112.316,46.556,Cromwell Dixon,NF,406.449.5490/406.449.5201, , ,15,6260,NH ND 20ft VT DW NS NR ,MT,14,W,Helena,,
-107.937,47.432,Crooked Creek- Lake Fort Peck,COE,406.526.3493, , , ,2272,NH ND 25ft DW NS NR N$ ,MT,,,,,
-109.511,46.794,Crystal Lake,NF,406.566.2292/406.791.7701, , ,28,6063,NH ND 45ft VT DW NS NR L$ ,MT,19,S ,Lewistown,,
-110.813,45.26,Dailey Lake - FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,5244,NR ,MT,8.4,SW,Emigrant,,
-110.355,46.623,Daisy Dean Camp,NF,406.632.4391/406.791.7701, , ,10,6010,ND VT NW NS NR N$ ,MT,34.7,SW,Hobson,,
-113.71,46.557,Dalles,NF,406.329.3814/406.329.3750, , ,10,4173,NH ND 30ft VT DW NS NR ,MT,14.7,S ,Clinton,,
-109.429,46.328,Deadmans Basin - FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies,20,3915,NH ND VT NW NS NR N$ ,MT,8.4,W,Ryegate,,
-111.908,47.126,Dearborn FAS,SFW, , ,difficut access - Fish/Wildlife sites may have few facilitiies, ,3475,NH ND VT NW NS NR L$ ,MT,14,SW,Cascade,,
-111.497,46.275,Deepdale FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,3862,NH ND NS NR ,MT,3.2,S ,Townsend,,
-112.356,45.987,Delmoe Lake,NF,406.287.3223/406.683.3900, , ,25,6217,NH ND 32ft VT DW NS NR ,MT,8.7,E,Butte,,
-111.939,46.957,Departure Point,BLM, , , ,10,3651,NH ND 50ft VT NS NR ,MT,1.2,SE,Holter Lake,,
-113.464,48.252,Devil Creek,NF,406.387.3800/406.758.5200, , ,14,4423,NH ND 40ft VT DW NS NR L$ ,MT,17.3,SW,East Glacier Park,,
-113.696,48.11,Devils Corkscrew,NF,406.387.3800/406.758.5200, , ,11,3606,NH ND 32ft VT NW NS NR N$ ,MT,25,SE,Martin City,,
-107.652,47.618,Devils Creek- Lake Fort Peck,COE,406.526.3493, ,very difficult road, ,2277,NH ND DW NS NR ,MT,40.3,NW,Jordan,,
-116.031,47.771,Devils Elbow,BLM, , , ,42,2608,NR ,MT,,,,,
-115.174,47.149,Diamond Lake,NF,406.822.4233/406.329.3750, , ,6,5899,NR ,MT,13.6,W,Superior,,
-113.069,45.849,Dickie Bridge,BLM, , , , ,5705,NH ND 24ft NS NR ,MT,17.4,W,Divide,,
-112.903,45.429,Dinner Station,NF,406.683.3900/406.683.3900, , ,10,7156,NH ND 16ft VT DW NS NR ,MT,19.5,NW,Dillon,,
-112.783,45.757,Divide Bridge,BLM,406.533.7600, , ,25,5446,NH ND NS NR ,MT,5.3,SW,Divide,,
-113.981,48.305,Doris Creek,NF,406.387.3800/406.758.5200, , ,10,3629,NH ND NS NR ,MT,10.5,SE,Columbia Falls,,
-115.853,48.268,Dorr Skeels,NF,406.295.4693/406.293.6211, , ,7,2333,NH ND 32ft VT DW NS NR ,MT,13.6,S ,Troy,,
-106.429,48.008,Downstream - Fort Peck Lake,COE,406.526.3493,all year, ,75,2047,E DP DW SH RS PA L$ ,MT,0.7,NW,Fort Peck,,
-113.151,46.661,Drummond City Park,CP,406.288.3231, , , ,3957,NH DP NS ,MT,0.5,S ,Drummond,,
-110.519,46.979,Dry Wolf,NF,406.566.2292/406.791.7701, , ,27,5912,NH ND 45ft VT DW NS NR ,MT,18.6,SW,Stanford,,
-106.552,47.978,Duck Creek - Lake Fort Peck,COE,406.526.3493, , , ,2353,NH ND DW NS NR ,MT,6.5,W,Fort Peck,,
-115.309,48.399,Dunn Creek Flats,COE, ,all year, ,13,2487,NH ND NS NR N$ ,MT,11.4,E,Libby,,
-110.679,45.046,Eagle Creek,NF,406.848.7375/406.587.6701,all year, ,19,6138,NH ND 40ft VT NW NS NR L$ ,MT,1.7,NE,Gardiner,,
-114.434,46.775,Earl Tennant,NF,406.329.3814/406.329.3750, , ,6,4308,VT NW NR ,MT,,,,,
-110.149,45.535,East Boulder,NF, , ,no RVs, ,5655,NH ND NS NR N$ ,MT,5.7,SE,Mc Leod,,
-112.661,44.564,East Creek,NF,406.683.3900/406.683.3900, , ,12,8248,NH ND 16ft VT NW NS NR ,MT,45.1,S ,Dillon,,
-113.385,46.134,East Fork,NF,406.859.3211/406.683.3900, , ,7,6004,NH ND 22ft VT DW NS NR ,MT,41.7,W,Butte,,
-109.633,45.2,East Rosebud Lake,NF,406.446.2103/406.657.6200, , ,15,6375,NH ND 20ft VT DW NS NR ,MT,24,SW,Absarokee,,
-104.513,45.799,Ekalaka Park,NF,605.797.4432/406.657.6200, , ,8,3917,NH ND NS NR N$ ,MT,6.5,S ,Eklaka,,
-109.701,45.254,Emerald Lake,NF,406.446.2103/406.657.6200, , ,32,6380,NH ND 30ft VT DW NS NR ,MT,16.8,SW,Fishtail,,
-113.949,48.334,Emery Bay,NF,406.387.3800/406.758.5200,mid may-late sep, ,26,3606,NH ND 32ft VT DW NS RS L$ ,MT,6.2,SE,Hungry Horse,,
-111.724,45.345,Ennis FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,4929,NH ND VT DW NS NR L$ ,MT,0.4,SE,Ennis,,
-112.314,47.877,Eureka Reservoir FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies,8,4124,NH ND VT NW NS NR L$ ,MT,7.5,NW,Choteau,,
-111.979,47.615,Fairfield City Park,CP, , ,unknown facilities, ,3980,NH ND FT DW NS ,MT,0.1,NE,Fairfield,,
-111.422,46.034,Fairweather FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,3976,NH ND NS NR ,MT,10.3,N,Logan,,
-110.961,45.906,Fairy Lake,NF,406.522.2520/406.587.6701, , ,9,7769,NH ND VT DW NS NR N$ ,MT,16,N,Bozeman,,
-105.114,46.857,Fallon Bridge FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,2156,NH ND NS NR N$ ,MT,10.4,NE,Terry,,
-110.218,45.49,Falls Creek,NF,406.932.5155/406.587.6701, , ,8,5266,NH ND NW NS NR ,MT,27,SW,Big Timber,,
-106.485,46.28,Far West FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies,5,2468,NH ND VT NW NS NR N$ ,MT,9.5,E,Forsyth,,
-114.084,47.754,Finley Point State Park,SP,406.887.2715,early may-late sep, ,16,3048,E DP 40ft FT DW RS ,MT,5.6,NE,Polson,,
-109.29,45.623,Firemans Point FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,3634,NH ND NS NR L$ ,MT,18.2,NW,Joliet,,
-113.986,48.548,Fish Creek - Glacier National Park,NP,406.888.7800,early jun-late aug, ,180,3238,NH DP 35ft NS RS PA ,MT,3.7,N ,West Glacier,,
-113.224,45.871,Fishtrap Creek - Foolhen Mt - FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,5847,NH ND NS NR L$ ,MT,20.6,NE,Wisdom,,
-115.203,47.861,Fishtrap Lake,NF,406.826.3821/406.329.3750, , ,10,4080,NH ND 24ft VT DW NS NR ,MT,19.4,N,Thompson Falls,,
-106.372,48.017,Flat Lake- Lake Fort Peck,COE,406.526.3493, , , ,2260,NH ND DW NS NR ,MT,2.3,NE,Fort Peck,,
-113.305,46.237,Flint Creek,NF,406.859.3211/406.683.3900, , ,16,5630,NH ND 22ft VT NW NS NR N$ ,MT,40.2,NW,Butte,,
-106.429,48.034,Floodplain- Lake Fort Peck,COE,406.526.3493, , , ,2051,NH ND DW NS NR ,MT,2.2,N ,Fort Peck,,
-114.762,47.077,Forest Grove FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,2747,NH ND NS NR ,MT,38,NW,Missoula,,
-114.701,46.926,Forks FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies,5,3123,NH ND VT NW NS NR N$ ,MT,32.5,W,Missoula,,
-108.756,48.483,Fort Belknap Tourism Office,CP,406.353.4172, ,unknown facilities,10,2363,E DP NS RS ,MT,3.7,S ,Harlem,,
-112.108,46.624,Fort Harrison RV Military - National Guard,MIL,406.324.3355, ,military only - do not use our lat/lon - contact them for directions and info, ,4022,RS ,MT,4.3,NW,Helena,,
-107.661,47.673,Fourchette Creek- Lake Fort Peck,COE,406.526.3493, , , ,2386,NH ND DW NS NR ,MT,48.5,S ,Malta,,
-113.065,45.662,Fourth Of July,NF,406.832.3178/406.683.3900, , ,5,6667,NH ND 30ft VT DW NS NR ,MT,10.4,SW,Wise River,,
-109.833,44.974,Fox Creek,NF,406.522.2520/406.587.6701, ,closed temporarily in 2010 - call for info,27,7069,NH ND 32ft NS NR ,MT,5.8,SE,Cooke City,,
-109.96,48.598,Fresno Beach - Fresno Reservoir - USBR,BOR,406.247.7298,all year,some SFW sites may not have tables, ,2635,E DP FT DW SH ,MT,13.1,W,Havre,,
-109.942,48.599,Fresno Tailwater FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,2511,NH ND NS NR N$ ,MT,12.3,W,Havre,,
-113.335,46.825,Garnet Ghost Town Dispersed,BLM,406)329.3914,early may-late dec,facil in ghost town only , ,5982,NH ND VT DW NS NR N$ ,MT,32.4,E,Missoula,,
-111.205,47.501,Gateway Military - Malmstrom AFB,MIL,406.731.3263, ,2 camps - military only - do not use our lat/lon - contact them for directions and info, ,3506,E DP FT DW SH RS ,MT,4.2,E,Great Falls,,
-111.212,46.501,Gipsy Lake,NF,406.266.3425/406.449.5201, , ,5,6378,NH ND 20ft VT DW NS NR ,MT,19.4,NE,Townsend,,
-106.577,48.448,Glasgow Base Pond FAS,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,2725,NH ND NS NR N$ ,MT,17.6,N,Glasgow,,
